Número de candidatos votados - prefeito
Sigla;Código;Município;2004;2008;2012;2016;2020;
SE;2803708;Macambira;2;2;3;2;2;
SE;2803807;Malhada dos Bois;2;3;3;2;3;
SE;2803906;Malhador;3;2;2;2;2;
SE;2804003;Maruim;4;2;2;2;3;
SE;2804102;Moita Bonita;2;2;3;2;2;
SE;2804201;Monte Alegre de Sergipe;2;3;3;3;3;
SE;2804300;Muribeca;2;4;2;2;2;
SE;2804409;Neópolis;3;2;3;2;4;
SE;2804458;Nossa Senhora Aparecida;2;2;2;2;2;
SE;2804508;Nossa Senhora da Glória;4;4;2;2;6;
SE;2804607;Nossa Senhora das Dores;3;3;4;3;2;
SE;2804706;Nossa Senhora de Lourdes;1;2;4;3;3;
SE;2804805;Nossa Senhora do Socorro;3;3;3;;6;
SE;2804904;Pacatuba;4;3;;3;1;
SE;2805000;Pedra Mole;2;2;2;2;2;
SE;2805109;Pedrinhas;3;2;3;2;3;
SE;2805208;Pinhão;2;3;4;3;2;
SE;2805307;Pirambu;2;5;4;;5;
SE;2805406;Poço Redondo;3;2;5;3;3;
SE;2805505;Poço Verde;2;2;5;3;3;
SE;2805604;Porto da Folha;2;4;;6;3;
SE;2805703;Propriá;3;3;;;4;
SE;2805802;Riachão do Dantas;2;3;3;;2;
SE;2805901;Riachuelo;2;2;3;2;2;
SE;2806008;Ribeirópolis;2;3;4;3;4;
SE;2806107;Rosário do Catete;2;2;3;3;3;
SE;2806206;Salgado;2;2;2;4;3;
SE;2806305;Santa Luzia do Itanhy;2;2;2;2;3;
SE;2806404;Santana do São Francisco;2;2;3;4;2;
SE;2806503;Santa Rosa de Lima;3;2;3;2;2;
SE;2806602;Santo Amaro das Brotas;3;2;3;4;9;
SE;2806701;São Cristóvão;4;2;6;8;6;
SE;2806800;São Domingos;2;4;2;3;2;
SE;2806909;São Francisco;2;2;2;2;2;
SE;2807006;São Miguel do Aleixo;1;2;2;2;2;
SE;2807105;Simão Dias;2;3;3;3;3;
SE;2807204;Siriri;3;3;3;2;3;
SE;2807303;Telha;2;2;2;2;2;
SE;2807402;Tobias Barreto;2;2;;4;4;
SE;2807501;Tomar do Geru;3;3;3;3;4;
SE;2807600;Umbaúba;3;2;3;2;2;
SP;3500105;Adamantina;4;2;4;2;2;
SP;3500204;Adolfo;3;2;2;3;2;
SP;3500303;Aguaí;3;4;4;2;3;
SP;3500402;Águas da Prata;3;4;;3;3;
SP;3500501;Águas de Lindóia;5;1;3;5;3;
SP;3500550;Águas de Santa Bárbara;3;2;3;3;3;
SP;3500600;Águas de São Pedro;2;3;;4;3;
SP;3500709;Agudos;4;4;1;;6;
SP;3500758;Alambari;3;2;2;2;2;
SP;3500808;Alfredo Marcondes;2;3;2;2;3;
SP;3500907;Altair;2;1;3;2;3;
SP;3501004;Altinópolis;3;3;;3;3;
SP;3501103;Alto Alegre;2;2;2;1;3;
SP;3501152;Alumínio;2;4;3;3;3;
SP;3501202;Álvares Florence;2;2;2;2;3;
SP;3501301;Álvares Machado;4;2;2;3;2;
SP;3501400;Álvaro de Carvalho;3;3;5;3;2;
SP;3501509;Alvinlândia;2;3;2;;1;
SP;3501608;Americana;4;4;;4;9;
SP;3501707;Américo Brasiliense;5;3;3;2;5;
SP;3501806;Américo de Campos;3;1;2;2;4;
SP;3501905;Amparo;3;4;3;5;7;
SP;3502002;Analândia;2;2;2;2;2;
SP;3502101;Andradina;4;4;4;3;4;
SP;3502200;Angatuba;4;4;;3;5;
SP;3502309;Anhembi;2;2;3;;;
SP;3502408;Anhumas;2;2;2;3;2;
SP;3502507;Aparecida;4;5;6;6;7;
SP;3502606;Aparecida d'Oeste;2;1;3;2;3;
SP;3502705;Apiaí;4;4;4;3;4;
SP;3502754;Araçariguama;3;2;;6;6;
SP;3502804;Araçatuba;4;4;4;3;7;
SP;3502903;Araçoiaba da Serra;3;3;4;;5;
SP;3503000;Aramina;2;3;3;2;3;
SP;3503109;Arandu;3;2;3;;4;
SP;3503158;Arapeí;3;4;2;5;2;
SP;3503208;Araraquara;3;6;5;6;9;
SP;3503307;Araras;4;2;4;5;5;
SP;3503356;Arco-Íris;2;3;2;2;2;
SP;3503406;Arealva;2;2;2;2;3;
SP;3503505;Areias;3;2;3;2;4;
SP;3503604;Areiópolis;2;3;2;3;2;
SP;3503703;Ariranha;2;2;2;2;4;
SP;3503802;Artur Nogueira;3;3;5;2;8;
SP;3503901;Arujá;3;2;5;;8;
SP;3503950;Aspásia;2;2;2;2;2;
SP;3504008;Assis;6;4;8;7;5;
SP;3504107;Atibaia;5;3;5;3;8;
SP;3504206;Auriflama;5;3;3;3;3;
SP;3504305;Avaí;3;4;2;5;4;
SP;3504404;Avanhandava;3;2;2;3;2;
SP;3504503;Avaré;3;2;6;3;6;
SP;3504602;Bady Bassitt;2;3;2;2;6;
SP;3504701;Balbinos;2;2;1;1;2;
SP;3504800;Bálsamo;2;1;2;2;2;
SP;3504909;Bananal;4;3;4;4;4;
SP;3505005;Barão de Antonina;2;2;2;2;3;
SP;3505104;Barbosa;5;3;;3;3;
SP;3505203;Bariri;4;2;3;;4;
SP;3505302;Barra Bonita;3;6;5;3;4;
SP;3505351;Barra do Chapéu;2;2;2;;4;
SP;3505401;Barra do Turvo;2;4;3;4;2;
SP;3505500;Barretos;6;3;;4;7;
SP;3505609;Barrinha;3;3;3;3;6;
SP;3505708;Barueri;4;4;5;4;7;
SP;3505807;Bastos;4;4;;6;3;
SP;3505906;Batatais;4;3;2;3;4;
SP;3506003;Bauru;8;6;4;;10;
SP;3506102;Bebedouro;4;7;5;;5;
SP;3506201;Bento de Abreu;2;2;;2;3;
SP;3506300;Bernardino de Campos;4;3;4;2;2;
SP;3506359;Bertioga;2;6;;;7;
SP;3506409;Bilac;3;3;2;2;1;
SP;3506508;Birigui;5;3;4;4;6;
SP;3506607;Biritiba-Mirim;3;6;;4;8;
SP;3506706;Boa Esperança do Sul;4;3;;;3;
SP;3506805;Bocaina;3;2;4;1;3;
SP;3506904;Bofete;2;3;2;2;2;
SP;3507001;Boituva;3;4;2;3;5;
SP;3507100;Bom Jesus dos Perdões;3;3;5;;5;
SP;3507159;Bom Sucesso de Itararé;2;3;2;3;2;
SP;3507209;Borá;2;3;;2;3;
SP;3507308;Boracéia;1;2;4;2;1;
SP;3507407;Borborema;4;2;;4;4;
SP;3507456;Borebi;2;3;3;3;2;
SP;3507506;Botucatu;4;4;3;5;4;
SP;3507605;Bragança Paulista;6;6;5;4;4;
SP;3507704;Braúna;2;2;;2;3;
SP;3507753;Brejo Alegre;3;2;2;1;2;
SP;3507803;Brodowski;4;2;;2;2;
SP;3507902;Brotas;3;2;;3;3;
SP;3508009;Buri;4;4;5;3;3;
SP;3508108;Buritama;3;2;2;5;2;
SP;3508207;Buritizal;4;2;3;2;3;
SP;3508306;Cabrália Paulista;6;3;5;3;4;
SP;3508405;Cabreúva;5;3;3;2;3;
SP;3508504;Caçapava;3;4;7;;10;
SP;3508603;Cachoeira Paulista;4;2;3;4;5;
SP;3508702;Caconde;3;3;2;5;4;
SP;3508801;Cafelândia;2;4;3;;7;
SP;3508900;Caiabu;4;2;4;3;3;
SP;3509007;Caieiras;3;4;;6;4;
SP;3509106;Caiuá;3;4;5;2;2;
SP;3509205;Cajamar;3;5;;3;6;
SP;3509254;Cajati;3;3;;6;1;
SP;3509304;Cajobi;3;3;2;2;3;
SP;3509403;Cajuru;2;4;4;2;4;
SP;3509452;Campina do Monte Alegre;6;3;7;4;1;
SP;3509502;Campinas;8;9;;;12;
SP;3509601;Campo Limpo Paulista;4;5;5;5;6;
SP;3509700;Campos do Jordão;7;5;9;7;4;
SP;3509809;Campos Novos Paulista;2;1;4;3;2;
SP;3509908;Cananéia;4;3;;4;5;
SP;3509957;Canas;3;3;;3;3;
SP;3510005;Cândido Mota;4;3;3;2;4;
SP;3510104;Cândido Rodrigues;3;2;;2;2;
SP;3510153;Canitar;2;4;3;2;4;
SP;3510203;Capão Bonito;4;3;2;6;4;
SP;3510302;Capela do Alto;5;3;3;3;2;
SP;3510401;Capivari;4;2;;3;8;
SP;3510500;Caraguatatuba;3;3;4;6;7;
SP;3510609;Carapicuíba;3;5;5;;10;
SP;3510708;Cardoso;3;2;4;4;3;
SP;3510807;Casa Branca;2;5;;4;2;
SP;3510906;Cássia dos Coqueiros;3;2;2;2;3;
SP;3511003;Castilho;3;4;3;2;3;
SP;3511102;Catanduva;3;3;3;4;4;
SP;3511201;Catiguá;2;2;2;;7;
SP;3511300;Cedral;3;3;4;2;2;
SP;3511409;Cerqueira César;4;2;;2;4;
SP;3511508;Cerquilho;3;3;;;5;
SP;3511607;Cesário Lange;3;3;2;3;2;
SP;3511706;Charqueada;2;3;3;4;4;
SP;3511904;Clementina;2;2;3;2;4;
SP;3512001;Colina;2;2;;2;3;
SP;3512100;Colômbia;3;2;4;2;2;
SP;3512209;Conchal;4;3;;3;4;
SP;3512308;Conchas;5;4;4;2;5;
SP;3512407;Cordeirópolis;2;3;5;5;3;
SP;3512506;Coroados;2;2;4;2;2;
SP;3512605;Coronel Macedo;2;2;;2;3;
SP;3512704;Corumbataí;3;2;3;4;3;
SP;3512803;Cosmópolis;3;3;3;6;4;
SP;3512902;Cosmorama;3;2;2;2;2;
SP;3513009;Cotia;5;4;3;7;5;
SP;3513108;Cravinhos;3;4;2;3;4;
SP;3513207;Cristais Paulista;3;3;3;3;2;
SP;3513306;Cruzália;2;2;3;2;3;
SP;3513405;Cruzeiro;4;3;;7;3;
SP;3513504;Cubatão;6;6;4;5;8;
SP;3513603;Cunha;3;2;2;2;2;
SP;3513702;Descalvado;2;3;;5;3;
SP;3513801;Diadema;6;4;;9;13;
SP;3513850;Dirce Reis;2;2;2;2;3;
SP;3513900;Divinolândia;2;3;2;3;2;
SP;3514007;Dobrada;3;4;3;4;3;
SP;3514106;Dois Córregos;3;2;4;2;2;
SP;3514205;Dolcinópolis;2;2;3;;2;
SP;3514304;Dourado;5;2;;3;2;
SP;3514403;Dracena;3;4;2;2;6;
SP;3514502;Duartina;2;4;2;;5;
SP;3514601;Dumont;2;3;;3;3;
SP;3514700;Echaporã;2;2;3;4;1;
SP;3514809;Eldorado;2;3;;4;3;
SP;3514908;Elias Fausto;3;2;3;2;3;
SP;3514924;Elisiário;3;3;1;2;2;
SP;3514957;Embaúba;2;4;2;;3;
SP;3515004;Embu;5;4;;;6;
SP;3515103;Embu-Guaçu;4;3;6;6;9;
SP;3515129;Emilianópolis;2;2;4;3;1;
SP;3515152;Engenheiro Coelho;3;4;3;2;4;
SP;3515186;Espírito Santo do Pinhal;4;2;6;2;3;
SP;3515194;Espírito Santo do Turvo;2;2;2;2;1;
SP;3515202;Estrela d'Oeste;2;3;2;2;1;
SP;3515301;Estrela do Norte;3;2;3;2;3;
SP;3515350;Euclides da Cunha Paulista;4;2;;3;2;
SP;3515400;Fartura;3;5;3;3;3;
SP;3515509;Fernandópolis;4;3;;4;3;
SP;3515608;Fernando Prestes;2;1;2;2;2;
SP;3515657;Fernão;2;3;;2;2;
SP;3515707;Ferraz de Vasconcelos;5;5;5;6;7;
SP;3515806;Flora Rica;2;2;3;2;3;
SP;3515905;Floreal;2;1;2;2;2;
SP;3516002;Flórida Paulista;2;3;2;2;4;
SP;3516101;Florínia;2;1;2;2;2;
SP;3516200;Franca;5;5;7;;8;
SP;3516309;Francisco Morato;3;4;;9;5;
SP;3516408;Franco da Rocha;6;4;;4;6;
SP;3516507;Gabriel Monteiro;2;1;2;3;2;
SP;3516606;Gália;3;2;3;2;2;
SP;3516705;Garça;4;2;4;5;5;
SP;3516804;Gastão Vidigal;3;2;2;2;3;
SP;3516853;Gavião Peixoto;3;5;3;4;4;
SP;3516903;General Salgado;4;3;;3;4;
SP;3517000;Getulina;4;1;5;4;3;
SP;3517109;Glicério;2;2;3;2;3;
SP;3517208;Guaiçara;6;2;2;2;2;
SP;3517307;Guaimbê;5;3;3;6;3;
SP;3517406;Guaíra;4;3;2;4;4;
SP;3517505;Guapiaçu;4;3;2;3;3;
SP;3517604;Guapiara;2;2;2;2;2;
SP;3517703;Guará;2;2;5;2;2;
SP;3517802;Guaraçaí;3;2;2;2;3;
SP;3517901;Guaraci;2;3;2;2;2;
SP;3518008;Guarani d'Oeste;2;2;4;2;3;
SP;3518107;Guarantã;2;3;2;3;2;
SP;3518206;Guararapes;3;3;2;3;3;
SP;3518305;Guararema;4;3;;4;6;
SP;3518404;Guaratinguetá;5;3;4;5;5;
SP;3518503;Guareí;4;3;2;3;3;
SP;3518602;Guariba;4;3;3;3;4;
SP;3518701;Guarujá;5;6;9;11;9;
SP;3518800;Guarulhos;13;8;7;9;7;
SP;3518859;Guatapará;4;5;2;4;2;
SP;3518909;Guzolândia;2;2;1;3;2;
SP;3519006;Herculândia;2;2;3;2;2;
SP;3519055;Holambra;3;5;2;;3;
SP;3519071;Hortolândia;2;4;;3;8;
SP;3519105;Iacanga;3;3;3;4;2;
SP;3519204;Iacri;2;3;2;2;1;
SP;3519253;Iaras;3;3;4;3;5;
SP;3519303;Ibaté;10;4;3;2;3;
SP;3519402;Ibirá;3;2;2;;1;
SP;3519501;Ibirarema;2;4;2;2;2;
SP;3519600;Ibitinga;5;3;2;;3;
SP;3519709;Ibiúna;4;4;6;;8;
SP;3519808;Icém;3;2;4;3;6;
SP;3519907;Iepê;3;3;2;3;4;
SP;3520004;Igaraçu do Tietê;3;6;;3;7;
SP;3520103;Igarapava;3;2;5;;6;
SP;3520202;Igaratá;3;2;2;3;2;
SP;3520301;Iguape;4;5;3;;3;
SP;3520400;Ilhabela;4;4;;9;9;
SP;3520426;Ilha Comprida;3;4;;;5;
SP;3520442;Ilha Solteira;4;3;2;4;3;
SP;3520509;Indaiatuba;4;3;6;5;6;
SP;3520608;Indiana;3;4;5;3;4;
SP;3520707;Indiaporã;5;2;3;2;3;
SP;3520806;Inúbia Paulista;3;2;4;3;2;
SP;3520905;Ipaussu;2;4;;2;3;
SP;3521002;Iperó;2;3;;;5;
SP;3521101;Ipeúna;3;3;4;4;2;
SP;3521150;Ipiguá;3;2;3;2;2;
SP;3521200;Iporanga;3;3;2;2;2;
SP;3521309;Ipuã;4;2;2;2;3;
SP;3521408;Iracemápolis;3;2;3;3;5;
SP;3521507;Irapuã;2;3;;3;3;
SP;3521606;Irapuru;2;4;3;2;3;
SP;3521705;Itaberá;4;2;3;2;3;
SP;3521804;Itaí;2;4;3;;5;
SP;3521903;Itajobi;3;2;2;2;2;
SP;3522000;Itaju;2;1;2;1;3;
SP;3522109;Itanhaém;4;4;4;;7;
SP;3522158;Itaóca;2;2;3;1;1;
SP;3522208;Itapecerica da Serra;3;4;5;7;8;
SP;3522307;Itapetininga;4;3;4;4;5;
SP;3522406;Itapeva;4;3;4;4;6;
SP;3522505;Itapevi;4;3;5;;2;
SP;3522604;Itapira;2;3;3;3;4;
SP;3522653;Itapirapuã Paulista;2;2;2;2;2;
SP;3522703;Itápolis;4;4;;4;5;
SP;3522802;Itaporanga;2;3;3;4;3;
SP;3522901;Itapuí;3;2;3;4;3;
SP;3523008;Itapura;3;3;3;3;3;
SP;3523107;Itaquaquecetuba;5;6;;13;5;
SP;3523206;Itararé;5;5;;4;3;
SP;3523305;Itariri;3;3;3;3;4;
SP;3523404;Itatiba;5;4;3;4;4;
SP;3523503;Itatinga;2;2;3;6;3;
SP;3523602;Itirapina;2;3;;3;3;
SP;3523701;Itirapuã;3;2;3;2;2;
SP;3523800;Itobi;4;6;;3;4;
SP;3523909;Itu;3;4;5;5;7;
SP;3524006;Itupeva;4;3;4;5;7;
SP;3524105;Ituverava;4;2;2;4;3;
SP;3524204;Jaborandi;2;2;2;2;3;
SP;3524303;Jaboticabal;5;3;6;5;5;
SP;3524402;Jacareí;6;4;4;8;11;
SP;3524501;Jaci;2;2;1;2;3;
SP;3524600;Jacupiranga;5;3;3;6;4;
SP;3524709;Jaguariúna;3;3;3;4;4;
SP;3524808;Jales;5;3;3;1;3;
SP;3524907;Jambeiro;2;3;6;3;3;
SP;3525003;Jandira;4;3;;4;7;
SP;3525102;Jardinópolis;4;3;5;4;4;
SP;3525201;Jarinu;3;2;4;5;6;
SP;3525300;Jaú;;7;;;6;
SP;3525409;Jeriquara;2;2;2;;2;
SP;3525508;Joanópolis;2;4;;2;2;
SP;3525607;João Ramalho;1;2;3;2;3;
SP;3525706;José Bonifácio;3;3;5;4;4;
SP;3525805;Júlio Mesquita;2;2;2;2;4;
SP;3525854;Jumirim;2;3;4;2;3;
SP;3525904;Jundiaí;5;4;5;6;13;
SP;3526001;Junqueirópolis;2;1;1;2;3;
SP;3526100;Juquiá;6;3;3;;6;
SP;3526209;Juquitiba;3;2;4;5;3;
SP;3526308;Lagoinha;2;3;5;4;2;
SP;3526407;Laranjal Paulista;4;3;2;3;2;
SP;3526506;Lavínia;1;3;2;2;3;
SP;3526605;Lavrinhas;3;3;3;2;5;
SP;3526704;Leme;3;4;;4;4;
SP;3526803;Lençóis Paulista;3;3;4;4;4;
SP;3526902;Limeira;4;5;5;7;11;
SP;3527009;Lindóia;2;2;3;3;4;
SP;3527108;Lins;3;2;4;4;6;
SP;3527207;Lorena;5;3;;3;5;
SP;3527256;Lourdes;2;2;2;2;3;
SP;3527306;Louveira;3;6;;5;3;
SP;3527405;Lucélia;3;2;3;4;4;
SP;3527504;Lucianópolis;2;2;2;1;2;
SP;3527603;Luís Antônio;2;5;;4;3;
SP;3527702;Luiziânia;2;3;;2;2;
SP;3527801;Lupércio;3;3;;3;4;
SP;3527900;Lutécia;2;2;2;2;2;
SP;3528007;Macatuba;2;2;2;3;4;
SP;3528106;Macaubal;4;1;4;3;2;
SP;3528205;Macedônia;2;2;2;2;2;
SP;3528304;Magda;3;2;2;2;2;
SP;3528403;Mairinque;5;5;;;5;
SP;3528502;Mairiporã;6;5;6;;6;
SP;3528601;Manduri;3;2;3;2;1;
SP;3528700;Marabá Paulista;3;1;2;4;3;
SP;3528809;Maracaí;3;2;4;2;3;
SP;3528858;Marapoama;1;2;1;2;2;
SP;3528908;Mariápolis;2;2;1;3;4;
SP;3529005;Marília;;4;6;4;7;
SP;3529104;Marinópolis;2;1;3;2;2;
SP;3529203;Martinópolis;2;3;4;;5;
SP;3529302;Matão;4;2;3;;7;
SP;3529401;Mauá;6;4;8;7;12;
SP;3529500;Mendonça;2;3;2;3;1;
SP;3529609;Meridiano;4;2;4;2;3;
SP;3529658;Mesópolis;2;2;1;2;3;
SP;3529708;Miguelópolis;3;3;3;3;2;
SP;3529807;Mineiros do Tietê;4;2;4;;3;
SP;3529906;Miracatu;3;3;4;3;3;
SP;3530003;Mira Estrela;1;1;3;1;2;
SP;3530102;Mirandópolis;3;4;2;;3;
SP;3530201;Mirante do Paranapanema;3;2;2;2;2;
SP;3530300;Mirassol;5;6;;5;7;
SP;3530409;Mirassolândia;2;1;1;2;3;
SP;3530508;Mococa;2;4;3;;5;
SP;3530607;Moji das Cruzes;;5;7;3;6;
SP;3530706;Mogi Guaçu;5;4;3;4;6;
SP;3530805;Moji-Mirim;3;4;4;5;8;
SP;3530904;Mombuca;2;1;3;;2;
SP;3531001;Monções;1;2;1;2;3;
SP;3531100;Mongaguá;4;2;;5;5;
SP;3531209;Monte Alegre do Sul;4;2;4;3;2;
SP;3531308;Monte Alto;5;4;2;3;4;
SP;3531407;Monte Aprazível;3;2;3;3;4;
SP;3531506;Monte Azul Paulista;3;2;3;3;2;
SP;3531605;Monte Castelo;2;1;2;3;3;
SP;3531704;Monteiro Lobato;3;4;4;3;4;
SP;3531803;Monte Mor;4;5;3;;7;
SP;3531902;Morro Agudo;3;4;2;2;5;
SP;3532009;Morungaba;2;2;3;2;2;
SP;3532058;Motuca;3;2;2;3;2;
SP;3532108;Murutinga do Sul;2;2;2;2;4;
SP;3532157;Nantes;3;2;;2;3;
SP;3532207;Narandiba;2;2;2;3;2;
SP;3532306;Natividade da Serra;3;3;2;2;3;
SP;3532405;Nazaré Paulista;5;3;3;3;3;
SP;3532504;Neves Paulista;2;2;2;4;2;
SP;3532603;Nhandeara;4;2;2;4;3;
SP;3532702;Nipoã;3;2;2;2;4;
SP;3532801;Nova Aliança;2;3;2;2;4;
SP;3532827;Nova Campina;2;4;3;3;1;
SP;3532843;Nova Canaã Paulista;2;2;;2;3;
SP;3532868;Nova Castilho;2;2;1;3;2;
SP;3532900;Nova Europa;2;4;2;;3;
SP;3533007;Nova Granada;4;2;3;1;5;
SP;3533106;Nova Guataporanga;2;2;2;2;3;
SP;3533205;Nova Independência;2;2;2;2;3;
SP;3533254;Novais;2;2;6;2;4;
SP;3533304;Nova Luzitânia;2;3;2;3;3;
SP;3533403;Nova Odessa;3;3;3;5;5;
SP;3533502;Novo Horizonte;2;2;2;3;3;
SP;3533601;Nuporanga;3;2;3;2;3;
SP;3533700;Ocauçu;2;2;2;1;4;
SP;3533809;Óleo;4;3;3;3;5;
SP;3533908;Olímpia;4;3;3;4;4;
SP;3534005;Onda Verde;2;2;3;2;3;
SP;3534104;Oriente;5;3;4;3;2;
SP;3534203;Orindiúva;2;2;2;1;2;
SP;3534302;Orlândia;2;3;4;4;3;
SP;3534401;Osasco;6;5;;;4;
SP;3534500;Oscar Bressane;3;2;3;2;2;
SP;3534609;Osvaldo Cruz;4;1;;2;3;
SP;3534708;Ourinhos;4;2;5;4;2;
SP;3534757;Ouroeste;;3;2;3;2;
SP;3534807;Ouro Verde;2;2;3;4;3;
SP;3534906;Pacaembu;3;3;3;2;4;
SP;3535002;Palestina;4;4;2;3;3;
SP;3535101;Palmares Paulista;4;3;3;2;4;
SP;3535200;Palmeira d'Oeste;3;2;2;2;2;
SP;3535309;Palmital;2;1;3;2;5;
SP;3535408;Panorama;3;3;5;;3;
SP;3535507;Paraguaçu Paulista;5;3;5;3;5;
SP;3535606;Paraibuna;4;2;2;3;4;
SP;3535705;Paraíso;2;1;2;2;3;
SP;3535804;Paranapanema;3;3;3;4;3;
SP;3535903;Paranapuã;2;3;2;2;2;
SP;3536000;Parapuã;3;2;2;;3;
SP;3536109;Pardinho;4;2;2;3;2;
SP;3536208;Pariquera-Açu;2;3;2;;4;
SP;3536257;Parisi;3;2;4;2;2;
SP;3536307;Patrocínio Paulista;2;3;3;2;3;
SP;3536406;Paulicéia;2;1;4;2;3;
SP;3536505;Paulínia;4;9;;;6;
SP;3536570;Paulistânia;2;2;3;2;2;
SP;3536604;Paulo de Faria;5;3;5;3;4;
SP;3536703;Pederneiras;2;2;4;;3;
SP;3536802;Pedra Bela;2;2;3;3;1;
SP;3536901;Pedranópolis;2;2;;2;2;
SP;3537008;Pedregulho;4;2;5;2;2;
SP;3537107;Pedreira;3;2;3;1;7;
SP;3537156;Pedrinhas Paulista;2;2;;2;2;
SP;3537206;Pedro de Toledo;2;3;;6;5;
SP;3537305;Penápolis;;2;6;5;5;
SP;3537404;Pereira Barreto;2;3;5;4;2;
SP;3537503;Pereiras;3;2;3;3;2;
SP;3537602;Peruíbe;3;5;3;;9;
SP;3537701;Piacatu;2;2;1;2;1;
SP;3537800;Piedade;4;4;3;5;3;
SP;3537909;Pilar do Sul;2;4;3;3;4;
SP;3538006;Pindamonhangaba;3;2;4;5;7;
SP;3538105;Pindorama;4;3;2;4;3;
SP;3538204;Pinhalzinho;5;4;4;3;3;
SP;3538303;Piquerobi;2;2;2;;2;
SP;3538501;Piquete;4;2;4;6;3;
SP;3538600;Piracaia;5;2;4;5;4;
SP;3538709;Piracicaba;5;6;;8;11;
SP;3538808;Piraju;;4;3;5;2;
SP;3538907;Pirajuí;2;3;4;;3;
SP;3539004;Pirangi;4;2;3;2;2;
SP;3539103;Pirapora do Bom Jesus;2;3;;;5;
SP;3539202;Pirapozinho;4;2;2;4;2;
SP;3539301;Pirassununga;5;3;4;5;7;
SP;3539400;Piratininga;2;3;2;2;3;
SP;3539509;Pitangueiras;3;3;3;5;3;
SP;3539608;Planalto;2;3;3;2;3;
SP;3539707;Platina;3;2;;2;2;
SP;3539806;Poá;7;6;;;9;
SP;3539905;Poloni;2;2;3;2;2;
SP;3540002;Pompéia;2;4;3;2;3;
SP;3540101;Pongaí;2;1;2;2;2;
SP;3540200;Pontal;3;3;4;;3;
SP;3540259;Pontalinda;2;2;3;;3;
SP;3540309;Pontes Gestal;2;2;2;3;3;
SP;3540408;Populina;2;2;2;2;2;
SP;3540507;Porangaba;2;3;2;4;3;
SP;3540606;Porto Feliz;4;2;6;;3;
SP;3540705;Porto Ferreira;5;2;3;;3;
SP;3540754;Potim;4;4;;;5;
SP;3540804;Potirendaba;2;3;3;2;2;
SP;3540853;Pracinha;2;2;2;2;3;
SP;3540903;Pradópolis;4;2;2;4;4;
SP;3541000;Praia Grande;3;4;;5;8;
SP;3541059;Pratânia;3;2;2;2;2;
SP;3541109;Presidente Alves;3;3;3;3;5;
SP;3541208;Presidente Bernardes;2;3;4;3;4;
SP;3541307;Presidente Epitácio;3;3;4;;4;
SP;3541406;Presidente Prudente;4;4;;;12;
SP;3541505;Presidente Venceslau;3;2;2;2;8;
SP;3541604;Promissão;3;2;3;2;3;
SP;3541653;Quadra;4;3;;3;2;
SP;3541703;Quatá;4;1;2;;2;
SP;3541802;Queiroz;2;3;2;3;3;
SP;3541901;Queluz;3;2;3;2;3;
SP;3542008;Quintana;1;2;2;;2;
SP;3542107;Rafard;2;3;;3;5;
SP;3542206;Rancharia;3;3;3;2;4;
SP;3542305;Redenção da Serra;3;2;;3;2;
SP;3542404;Regente Feijó;2;2;1;2;2;
SP;3542503;Reginópolis;2;3;4;5;2;
SP;3542602;Registro;2;3;4;3;6;
SP;3542701;Restinga;3;4;3;;2;
SP;3542800;Ribeira;2;3;2;2;3;
SP;3542909;Ribeirão Bonito;5;4;3;4;6;
SP;3543006;Ribeirão Branco;;3;2;4;2;
SP;3543105;Ribeirão Corrente;2;2;2;2;2;
SP;3543204;Ribeirão do Sul;4;2;3;;3;
SP;3543238;Ribeirão dos Índios;1;1;2;2;2;
SP;3543253;Ribeirão Grande;3;3;3;2;3;
SP;3543303;Ribeirão Pires;5;3;;9;4;
SP;3543402;Ribeirão Preto;5;7;7;9;9;
SP;3543501;Riversul;3;2;3;3;3;
SP;3543600;Rifaina;3;2;3;2;2;
SP;3543709;Rincão;3;3;3;5;4;
SP;3543808;Rinópolis;2;4;2;2;2;
SP;3543907;Rio Claro;3;3;;6;8;
SP;3544004;Rio das Pedras;3;2;3;;4;
SP;3544103;Rio Grande da Serra;5;3;4;4;4;
SP;3544202;Riolândia;2;2;2;3;2;
SP;3544251;Rosana;4;6;6;4;4;
SP;3544301;Roseira;2;4;4;2;4;
SP;3544400;Rubiácea;2;2;3;2;2;
SP;3544509;Rubinéia;1;2;4;2;4;
SP;3544608;Sabino;2;3;;3;3;
SP;3544707;Sagres;2;2;4;2;2;
SP;3544806;Sales;2;3;2;3;5;
SP;3544905;Sales Oliveira;3;2;2;3;2;
SP;3545001;Salesópolis;8;3;4;;5;
SP;3545100;Salmourão;3;2;2;2;2;
SP;3545159;Saltinho;3;3;2;3;4;
SP;3545209;Salto;5;3;3;4;3;
SP;3545308;Salto de Pirapora;4;6;;4;7;
SP;3545407;Salto Grande;2;4;3;;4;
SP;3545506;Sandovalina;2;2;2;;4;
SP;3545605;Santa Adélia;2;2;1;;2;
SP;3545704;Santa Albertina;2;2;2;2;3;
SP;3545803;Santa Bárbara d'Oeste;4;2;6;6;4;
SP;3546009;Santa Branca;7;3;5;8;6;
SP;3546108;Santa Clara d'Oeste;2;2;2;3;2;
SP;3546207;Santa Cruz da Conceição;2;2;2;3;2;
SP;3546256;Santa Cruz da Esperança;4;2;;2;3;
SP;3546306;Santa Cruz das Palmeiras;2;3;4;3;4;
SP;3546405;Santa Cruz do Rio Pardo;3;3;3;2;3;
